num_threads;method;array_size;elapsed_time
20;critical_section;100000;0.42720000010376679711
20;reduction;100000;0.41719999990164069459
21;critical_section;100000;0.43940000000475265551
21;reduction;100000;0.43010000013055105228
22;critical_section;100000;0.48599999990983633325
22;reduction;100000;0.24529999996047990862
23;critical_section;100000;0.49100000001089938451
23;reduction;100000;0.51840000014635734260
24;critical_section;100000;0.51670000016201811377
24;reduction;100000;0.49169999988407653291
25;critical_section;100000;0.53950000005897891242
25;reduction;100000;0.50719999990178621374
26;critical_section;100000;0.55290000000240979716
26;reduction;100000;0.52340000002004671842
27;critical_section;100000;0.57399999991503136698
27;reduction;100000;0.59249999981147993822
28;critical_section;100000;0.58360000002721790224
28;reduction;100000;0.56519999998272396624
29;critical_section;100000;0.63560000012330419850
29;reduction;100000;0.59080000005451438483
30;critical_section;100000;0.62860000002729066182
30;reduction;100000;0.64610000003995082807
31;critical_section;100000;0.65599999993537494447
31;reduction;100000;0.62909999996918486431
32;critical_section;100000;0.69639999992432422005
32;reduction;100000;0.65250000011474185158
1;single;100000000;124.42980000014358665794
2;critical_section;100000000;73.52489999993849778548
2;reduction;100000000;96.06359999997948762029
3;critical_section;100000000;51.50969999999688297976
3;reduction;100000000;66.85549999997419945430
4;critical_section;100000000;41.81789999984175665304
4;reduction;100000000;54.66380000007120543160
5;critical_section;100000000;46.24850000004698813427
5;reduction;100000000;41.48729999997158301994
6;critical_section;100000000;35.49359999988155323081
6;reduction;100000000;38.20360000008804490790
7;critical_section;100000000;32.34059999999772117008
7;reduction;100000000;32.80670000003738095984
8;critical_section;100000000;29.08609999985856120475
8;reduction;100000000;29.79430000004867906682
9;critical_section;100000000;33.60849999990023206919
9;reduction;100000000;36.18239999991601507645
10;critical_section;100000000;34.00140000007922935765
10;reduction;100000000;38.21300000004157482181
11;critical_section;100000000;41.62259999998241255525
11;reduction;100000000;39.27560000010998919606
12;critical_section;100000000;33.81669999998848652467
12;reduction;100000000;35.06880000009005016182
