num_threads;method;n_rows;n_cols;elapsed_time
26;nested;10;10;0.48480000077688600868
27;reduction;10;10;0.57329999981448054314
27;nested;10;10;0.27960000079474411905
28;reduction;10;10;0.57569999989937059581
28;nested;10;10;0.55500000053143594414
29;reduction;10;10;0.59470000087458174676
29;nested;10;10;0.57620000006863847375
30;reduction;10;10;0.62619999880553223193
30;nested;10;10;0.59839999994437675923
31;reduction;10;10;0.63459999910264741629
31;nested;10;10;0.62849999994796235114
32;reduction;10;10;0.65549999999348074198
32;nested;10;10;0.64860000020416919142
1;single;100;100;0.04389999958220869303
2;reduction;100;100;0.35369999932299833745
2;nested;100;100;0.03900000046996865422
3;reduction;100;100;0.09259999933419749141
3;nested;100;100;0.02480000148352701217
4;reduction;100;100;0.03850000030070077628
4;nested;100;100;0.01880000127130188048
5;reduction;100;100;0.04219999937049578875
5;nested;100;100;0.02339999991818331182
6;reduction;100;100;0.03920000017387792468
6;nested;100;100;0.01990000055229756981
7;reduction;100;100;0.04389999958220869303
7;nested;100;100;0.01760000122885685414
8;reduction;100;100;0.04369999987829942256
8;nested;100;100;0.01549999979033600539
9;reduction;100;100;0.12700000115728471428
9;nested;100;100;0.18360000103712081909
10;reduction;100;100;0.22239999998419079930
10;nested;100;100;0.20820000099774915725
11;reduction;100;100;0.24690000100235920399
11;nested;100;100;0.23310000142373610288
12;reduction;100;100;0.27140000020153820515
12;nested;100;100;0.24959999973361846060
13;reduction;100;100;0.31569999919156543911
13;nested;100;100;0.30850000075588468462
14;reduction;100;100;2.93400000009569339454
14;nested;100;100;0.27840000075229909271
15;reduction;100;100;0.33340000118187163025
15;nested;100;100;0.30370000058610457927
16;reduction;100;100;0.35299999944982118905
16;nested;100;100;0.30969999897934030741
17;reduction;100;100;0.37119999979040585458
17;nested;100;100;0.34020000020973384380
18;reduction;100;100;0.38110000059532467276
18;nested;100;100;0.34469999991415534168
19;reduction;100;100;0.41070000042964238673
19;nested;100;100;0.20600000061676837504
20;reduction;100;100;0.42059999941557180136
20;nested;100;100;0.41710000004968605936
21;reduction;100;100;0.78909999865572899580
21;nested;100;100;0.40099999932863283902
22;reduction;100;100;0.46840000140946358442
22;nested;100;100;0.22600000011152587831
23;reduction;100;100;0.47769999946467578411
23;nested;100;100;0.45649999992747325450
24;reduction;100;100;0.49740000031306408346
24;nested;100;100;0.47479999921051785350
25;reduction;100;100;0.51420000090729445219
25;nested;100;100;0.49159999980474822223
26;reduction;100;100;0.54079999972600489855
26;nested;100;100;0.50349999946774914861
27;reduction;100;100;0.57480000032228417695
27;nested;100;100;0.53650000154448207468
28;reduction;100;100;0.57730000116862356663
28;nested;100;100;0.58859999990090727806
29;reduction;100;100;0.60470000062196049839
29;nested;100;100;0.59560000045166816562
30;reduction;100;100;0.64129999918804969639
30;nested;100;100;0.60630000007222406566
31;reduction;100;100;1.03300000046147033572
31;nested;100;100;0.62040000011620577425
